OBJECTID,ULAND,UREGBEZ,UKREIS,UGEMEINDE,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,ULICHTVERH,IstRad,IstPKW,IstFuss,IstKrad,IstGkfz,IstSonstig,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84,STRZUSTAND
"195078","11","0","09","009","2019","05","14","7","3","5","3","0","0","1","0","0","0","0",804928.65147599997,5822553.32244999893,13.48987494200,52.46779946100,"0"
"195079","11","0","04","004","2019","05","14","7","3","5","2","0","0","1","0","0","0","0",792407.32088200003,5824952.92188000027,13.30818924400,52.49615722800,"0"
"195080","11","0","12","012","2019","05","14","7","2","5","2","0","0","0","0","1","1","0",793423.78243899997,5836090.16717000026,13.33295811900,52.59545111800,"0"
"195081","11","0","07","007","2019","05","13","7","2","1","5","0","0","1","0","0","0","0",797376.04345700005,5818673.67819999997,13.37556996300,52.43718564100,"0"
"195082","11","0","06","006","2019","05","17","7","3","0","5","0","0","1","0","1","0","0",784501.38024600002,5817251.52804999892,13.18548408900,52.43128381500,"0"
"195083","11","0","03","003","2019","05","22","6","3","5","3","2","0","1","0","0","0","0",797904.73269099998,5835174.88836000022,13.39809432700,52.58481094200,"0"
"195084","11","0","10","010","2019","05","20","6","3","2","6","0","0","1","0","1","0","0",809581.41761999996,5824962.30030999891,13.56038621900,52.48677172200,"0"
"195085","11","0","03","003","2019","05","18","6","3","6","4","0","1","0","1","0","0","0",802303.28408000001,5829213.75210000016,13.45739071700,52.52895596700,"0"
"195086","11","0","08","008","2019","05","19","6","3","2","2","1","0","1","0","1","0","0",802682.99822600000,5820805.76331000030,13.45533359100,52.45338474000,"0"
"195087","11","0","02","002","2019","05","12","6","3","5","3","0","1","0","0","0","0","0",798664.83592700004,5825569.37806000002,13.40064488400,52.49829474300,"0"
"195088","11","0","07","007","2019","05","11","6","3","5","2","0","0","1","0","1","0","0",795022.45721100003,5825424.54293000046,13.34701720400,52.49897765700,"0"
"195089","11","0","01","001","2019","05","10","6","3","5","3","0","0","1","0","0","0","0",796676.69654899999,5831912.55482999980,13.37710372100,52.55623902400,"0"
"195090","11","0","08","008","2019","05","10","6","3","5","2","0","1","1","0","0","0","0",801044.83151399996,5824192.07639999967,13.43435465300,52.48464199800,"0"
"195091","11","0","12","012","2019","05","09","6","3","0","3","0","0","1","0","1","0","0",795635.33900000004,5833005.71600000001,13.36276217100,52.56660445000,"0"
"195092","11","0","04","004","2019","05","07","6","3","5","2","0","0","1","0","1","0","0",789835.88624599995,5827385.45677999966,13.27253591300,52.51933703300,"0"
"195093","11","0","01","001","2019","05","08","6","3","5","2","0","1","1","0","0","0","0",797091.27364000003,5828086.57550000027,13.37978000800,52.52171757600,"0"
"195094","11","0","04","004","2019","05","07","6","3","0","1","0","1","1","0","0","0","0",792727.89122400002,5826154.67508000042,13.31395425400,52.50675874300,"0"
"195095","11","0","07","007","2019","05","06","6","3","5","2","0","0","1","0","0","0","0",799188.53365700005,5821729.35243999958,13.40489063100,52.46358735900,"0"
"195096","11","0","10","010","2019","05","09","6","3","5","3","0","0","1","0","0","0","0",812203.76537699997,5830920.94981000107,13.60447037300,52.53867506900,"0"
"195097","11","0","02","002","2019","05","08","6","3","2","6","0","0","1","0","0","0","0",800684.95073599997,5828487.46796000004,13.43294987200,52.52334114200,"0"
"195098","11","0","02","002","2019","05","11","6","2","2","6","0","0","0","0","0","1","0",798616.49093500001,5825580.03925000038,13.39994439000,52.49841676100,"0"
"195099","11","0","05","005","2019","05","13","6","3","6","2","0","0","1","1","0","0","0",784770.41133300005,5827278.68087000027,13.19799293800,52.52104864200,"0"
"195100","11","0","04","004","2019","05","14","6","3","6","4","0","0","1","1","0","0","0",794533.85844200000,5825973.01073000021,13.34032550100,52.50415825800,"0"
"195101","11","0","04","004","2019","05","14","6","3","5","3","0","1","1","0","0","0","0",791286.77555999998,5822041.27972999960,13.28918580700,52.47065356700,"0"
"195102","11","0","04","004","2019","05","15","6","3","5","2","0","1","1","0","0","0","0",792635.76899999997,5827081.70199999958,13.31341593400,52.51511867600,"0"
"195103","11","0","05","005","2019","05","14","6","3","1","5","0","0","0","0","1","0","1",784457.31268300000,5827729.48259000108,13.19377637500,52.52525398900,"0"
"195104","11","0","01","001","2019","05","15","6","3","3","6","0","1","1","0","0","0","0",795088.61162500002,5829212.16401000042,13.35134813000,52.53289507400,"0"
"195105","11","0","06","006","2019","05","15","6","3","5","3","0","0","1","0","0","0","0",794444.11024299997,5818850.35061000101,13.33271993600,52.44035574500,"0"
"195106","11","0","01","001","2019","05","16","6","3","5","2","0","1","1","0","0","0","0",795256.98002699995,5826619.46100000013,13.35152160900,52.50956237000,"0"
"195107","11","0","01","001","2019","05","16","6","3","5","3","0","1","0","0","0","0","1",795878.78116200003,5831961.41187999956,13.36541219600,52.55711106600,"0"
"195108","11","0","04","004","2019","05","16","6","3","5","2","0","1","1","0","0","0","0",792914.35665500001,5824391.90302000009,13.31514341400,52.49085597900,"0"
"195109","11","0","10","010","2019","05","17","6","3","5","3","0","0","1","0","0","0","0",807795.40598399995,5830767.25420999900,13.53953563600,52.53980534800,"0"
"195110","11","0","03","003","2019","05","17","6","3","2","6","0","0","1","0","0","0","1",800159.50524400000,5838188.03385999985,13.43400585100,52.61057887400,"0"
"195111","11","0","07","007","2019","05","17","6","3","5","3","0","0","1","0","0","0","0",795811.97016200004,5816032.84033999965,13.35029305500,52.41436038300,"0"
"195112","11","0","12","012","2019","05","17","6","3","5","7","0","0","1","0","1","0","0",795362.23658599996,5833345.16657999996,13.35904688300,52.56979554500,"0"
"195113","11","0","07","007","2019","05","17","6","3","0","2","0","1","1","0","0","0","0",797101.98505500006,5819466.50875000097,13.37225507200,52.44444159200,"0"
"195114","11","0","09","009","2019","05","16","6","2","5","3","0","1","1","0","0","0","0",820540.95744200004,5820238.25325000100,13.71670853400,52.43812230500,"0"
"195115","11","0","02","002","2019","05","16","6","3","1","5","0","1","1","0","0","0","0",799966.45669400005,5826136.88941000029,13.42027277300,52.50266772500,"0"
"195116","11","0","05","005","2019","05","18","6","3","2","2","0","1","1","0","0","0","0",783904.94793300005,5831564.68953999970,13.18893430800,52.55992879600,"0"
"195117","11","0","02","002","2019","05","15","6","3","3","6","0","1","0","0","0","0","0",802191.40446500003,5827533.84221999999,13.45422028800,52.51396101000,"0"
"195118","11","0","03","003","2019","05","15","5","3","3","6","0","1","1","0","0","0","0",797388.53110499994,5835020.78081000037,13.39035947800,52.58371198700,"0"
"195119","11","0","02","002","2019","05","15","5","3","6","4","0","1","0","1","0","0","0",798689.41446600005,5825124.68716999982,13.40060713400,52.49429523000,"0"
"195120","11","0","12","012","2019","05","08","5","3","1","5","0","0","1","0","0","0","1",795092.61604100000,5834845.06699000020,13.35641527700,52.58338701300,"0"
"195121","11","0","10","010","2019","05","06","5","3","5","2","0","1","1","0","0","0","0",811339.75444499997,5831835.77701999992,13.59262957700,52.54736733300,"0"
"195122","11","0","11","011","2019","05","18","5","3","2","3","0","1","1","0","0","0","0",805362.98002799996,5833283.51295999996,13.50609603100,52.56372530800,"0"
"195123","11","0","01","001","2019","05","17","5","3","2","6","0","0","0","0","1","0","1",796652.31149600004,5831081.16915000044,13.37600223900,52.54879986900,"0"
"195124","11","0","03","003","2019","05","15","5","3","3","2","0","1","1","0","0","0","0",800865.37291599996,5832082.76272000000,13.43885661100,52.55546682600,"0"
"195125","11","0","02","002","2019","05","23","5","3","2","6","2","0","1","0","0","0","0",798492.73627400002,5825554.57906999905,13.39810395600,52.49825624500,"0"
"195126","11","0","03","003","2019","05","08","5","3","2","6","0","0","1","0","0","0","0",800095.18561199994,5835999.10484999977,13.43107468000,52.59099473200,"0"
"195127","11","0","04","004","2019","05","11","5","3","5","3","0","0","1","0","0","0","0",793356.84950999997,5822575.99591000099,13.32004404500,52.47433940200,"0"
"195128","11","0","09","009","2019","05","08","5","3","6","2","0","0","1","1","0","0","0",808030.06990500004,5816810.61340999976,13.53009404100,52.41459284000,"0"
"195129","11","0","09","009","2019","05","11","5","3","5","2","0","0","1","0","0","0","0",811356.81379299995,5820043.17030999903,13.58185968400,52.44167961700,"0"
"195130","11","0","10","010","2019","05","09","5","3","3","6","0","0","1","0","1","0","0",806287.39041800005,5830171.04911999963,13.51682039100,52.53531171400,"0"
"195131","11","0","02","002","2019","05","11","5","3","2","6","0","0","1","0","1","0","0",797276.69400000002,5825534.05200000014,13.38022501400,52.49873600500,"0"
"195132","11","0","11","011","2019","05","09","5","3","5","3","0","1","1","0","0","0","0",803878.68499900005,5828207.96590000018,13.47962367200,52.51906558300,"0"
"195133","11","0","02","002","2019","05","13","5","3","3","6","0","1","0","0","0","0","0",801279.79000200005,5828680.15888999961,13.44186544300,52.52473990800,"0"
"195134","11","0","09","009","2019","05","09","5","2","5","2","0","1","0","0","0","1","0",804112.82538800000,5823601.65995999984,13.47885807400,52.47765017400,"0"
"195135","11","0","04","004","2019","05","13","5","2","2","7","0","0","1","0","1","0","0",791608.25531100004,5830690.19149999972,13.30148251900,52.54801847300,"0"
"195136","11","0","04","004","2019","05","13","5","3","0","1","0","1","0","0","0","0","0",793606.05723200005,5825771.72781000100,13.32651811600,52.50285390600,"0"
"195137","11","0","09","009","2019","05","09","5","2","6","4","0","0","1","1","0","0","0",809160.41658099997,5819527.88530999981,13.54917235900,52.43830775000,"0"
"195138","11","0","01","001","2019","05","09","5","3","2","6","0","0","1","0","0","0","1",798673.91922899999,5828695.00473999977,13.40358342900,52.52630672300,"0"
"195139","11","0","02","002","2019","05","22","5","3","5","3","2","1","1","0","0","0","0",800679.30787400005,5825791.20560999960,13.43043107800,52.49917692100,"0"
"195140","11","0","02","002","2019","05","21","5","3","5","3","2","0","1","0","0","0","0",798585.38296099997,5825563.87495000102,13.39947300900,52.49828889000,"0"
"195141","11","0","03","003","2019","05","21","5","3","0","7","2","0","1","0","0","0","0",799066.39185300004,5830051.79980000015,13.41057204800,52.53825321100,"0"
"195142","11","0","01","001","2019","05","20","5","3","5","2","0","0","1","0","0","0","1",796994.10554200003,5831497.68082000036,13.38140066800,52.55234717000,"0"
"195143","11","0","04","004","2019","05","18","5","3","3","6","0","1","1","0","0","0","0",791868.12032600003,5826504.18374999892,13.30162906400,52.51035267500,"0"
"195144","11","0","11","011","2019","05","17","5","3","5","2","0","1","1","0","0","0","1",804671.45360400004,5831135.93078999966,13.49395479200,52.54486514200,"0"
"195145","11","0","01","001","2019","05","17","5","3","3","6","0","1","0","0","0","0","0",797756.09070399997,5827480.33286000043,13.38900704200,52.51592073400,"0"
"195146","11","0","07","007","2019","05","16","5","3","6","3","0","1","0","1","0","0","0",795469.62447100005,5825556.63298999891,13.35370254000,52.49991981800,"0"
"195147","11","0","01","001","2019","05","16","5","3","5","3","0","1","1","0","0","0","0",795765.68474699999,5826672.02634999901,13.35904209500,52.50975800500,"0"
"195148","11","0","12","012","2019","05","15","5","3","2","6","0","1","1","0","0","0","0",790562.09386100003,5840571.15966999903,13.29476602700,52.63715873200,"0"
"195149","11","0","05","005","2019","05","15","5","3","2","6","0","0","1","0","0","0","0",787986.90972500003,5830627.57957999967,13.24817074300,52.54938369700,"0"
"195150","11","0","04","004","2019","05","15","5","3","5","7","0","1","1","0","0","0","0",791788.62999599997,5827482.29444999900,13.30131883700,52.51916379700,"0"
"195151","11","0","10","010","2019","05","14","5","3","5","7","0","0","1","0","0","0","0",810904.73140000005,5831251.79492000025,13.58568825100,52.54238250900,"0"
"195152","11","0","09","009","2019","05","13","5","3","2","2","0","0","1","0","0","0","0",804267.21832400002,5822791.66889999993,13.48038549900,52.47030445400,"0"
"195153","11","0","04","004","2019","05","13","5","3","2","6","0","0","1","0","1","0","0",793516.10400100006,5823947.41853999998,13.32358933100,52.48654813000,"0"
"195154","11","0","08","008","2019","05","17","5","3","0","1","0","0","0","0","1","0","0",802010.38343599997,5823604.25996000040,13.44799816300,52.47884013300,"0"
"195155","11","0","11","011","2019","05","08","5","2","5","2","0","1","0","0","0","1","0",803861.74323899997,5828653.39996999968,13.47978165900,52.52306730200,"0"
"195156","11","0","08","008","2019","05","08","5","3","0","3","0","0","1","0","1","0","0",801903.28665100003,5817541.78612999897,13.44094594500,52.42456008200,"0"
"195157","11","0","06","006","2019","05","08","5","2","0","1","0","0","0","0","1","0","0",795150.86153700005,5820966.65232000034,13.34495733500,52.45894618100,"0"
"195158","11","0","03","003","2019","05","08","5","3","5","2","0","1","0","0","0","0","1",799183.18801699998,5831223.95992999896,13.41334467900,52.54869570300,"0"
"195159","11","0","05","005","2019","05","07","5","3","5","2","0","1","1","0","0","0","0",787975.16966500005,5830384.05331999995,13.24778689500,52.54720659300,"0"
"195160","11","0","05","005","2019","05","06","5","3","2","7","0","0","1","0","0","0","1",779665.18997499999,5827806.65072999895,13.12339117900,52.52842539200,"0"
"195161","11","0","01","001","2019","05","15","5","3","0","1","0","1","0","0","0","0","0",793732.34613199998,5828907.07529999968,13.33114142500,52.53089271500,"0"
"195162","11","0","07","007","2019","05","19","5","3","0","1","0","0","0","0","0","0","1",794600.30488700001,5825483.13384000026,13.34086822400,52.49973094500,"0"
"195163","11","0","01","001","2019","05","07","4","3","5","2","0","1","0","0","0","0","1",796636.59699999995,5826666.63399999961,13.37183239400,52.50923678800,"0"
"195164","11","0","06","006","2019","05","11","4","3","5","3","0","0","1","0","0","0","0",793663.07850399998,5817267.18450000044,13.31987206500,52.42658306900,"1"
"195165","11","0","02","002","2019","05","16","4","3","5","2","0","1","0","0","0","0","1",800579.71652699995,5827007.11859999970,13.43006608900,52.51013038500,"0"
"195166","11","0","01","001","2019","05","21","4","3","3","6","2","0","1","0","0","0","0",793523.16907499998,5829247.04683999997,13.32836685000,52.53405306100,"0"
"195167","11","0","07","007","2019","05","18","4","3","5","3","0","1","1","0","0","0","0",795307.70077300002,5821644.56173999980,13.34785874500,52.46493847800,"1"
"195168","11","0","06","006","2019","05","16","4","3","5","2","0","1","0","0","0","0","1",791769.03331600002,5819272.42726999894,13.29384552400,52.44557348000,"0"
"195169","11","0","07","007","2019","05","16","4","3","2","6","0","0","1","0","0","0","0",794573.92799999996,5825808.59800000023,13.34076867900,52.50266276900,"1"
"195170","11","0","02","002","2019","05","16","4","3","6","4","0","1","0","1","0","0","0",797763.58255699999,5824918.88324000034,13.38682636800,52.49295629700,"1"
"195171","11","0","01","001","2019","05","16","4","3","6","4","0","1","0","1","0","0","0",799496.28786000004,5828148.07165000029,13.41517665300,52.52095318300,"1"
"195172","11","0","01","001","2019","05","15","4","2","0","1","0","0","0","0","1","0","0",798474.52609499998,5828257.92080000043,13.40026076100,52.52249806100,"1"
"195173","11","0","04","004","2019","05","03","4","3","5","2","2","0","0","0","0","1","1",790354.89118699997,5827305.25401000027,13.28009350100,52.51834191000,"1"
"195174","11","0","05","005","2019","05","00","4","3","5","3","2","0","1","0","0","0","0",781973.08402800001,5828471.79071000032,13.15788607700,52.53320043600,"1"
"195175","11","0","06","006","2019","05","07","4","3","2","6","0","0","1","0","0","0","0",793602.14739499998,5817678.20617999975,13.31933935600,52.43030047300,"0"
"195176","11","0","06","006","2019","05","07","4","3","5","3","0","0","1","0","1","0","0",793312.62870600005,5818865.31833999977,13.31613481200,52.44109797300,"1"
"195177","11","0","03","003","2019","05","07","4","3","5","2","1","1","1","0","0","0","0",799605.35777100001,5834738.43073999975,13.42272572100,52.57996500700,"1"
"195178","11","0","06","006","2019","05","07","4","3","5","2","0","1","1","0","0","0","0",790623.32526600000,5815225.96966999955,13.27351936300,52.40990611700,"1"
"195179","11","0","09","009","2019","05","07","4","3","5","2","0","0","1","0","0","0","0",809292.99858400004,5819720.82244000025,13.55129510100,52.43996187800,"1"
"195180","11","0","08","008","2019","05","08","4","3","5","3","0","0","1","0","1","0","0",802280.25104500004,5817848.02462000027,13.44674965200,52.42709685700,"1"
"195181","11","0","11","011","2019","05","08","4","3","0","1","0","1","1","0","0","0","0",805182.03145799995,5827837.20440999977,13.49843264400,52.51501486400,"1"
"195182","11","0","04","004","2019","05","08","4","3","2","3","0","0","1","0","1","0","0",793354.57499999995,5829674.61899999995,13.32626585600,52.53797680100,"1"
"195183","11","0","01","001","2019","05","08","4","3","1","5","0","1","1","0","0","0","0",795810.28606099996,5826685.98620999977,13.35970977600,52.50985895900,"1"
"195184","11","0","01","001","2019","05","09","4","3","5","2","0","0","1","0","0","0","0",795526.04471699998,5830753.34857999999,13.35914901100,52.54647342600,"1"
"195185","11","0","08","008","2019","05","11","4","3","2","6","0","0","1","0","0","0","0",800946.63522199995,5822296.12435999978,13.43120209300,52.46770210400,"1"
"195186","11","0","04","004","2019","05","12","4","3","5","3","0","1","1","0","0","0","0",792980.63568800001,5823902.11182000022,13.31568620800,52.48642958200,"1"
"195187","11","0","02","002","2019","05","13","4","3","5","3","0","0","1","0","0","0","0",800615.67086399999,5826272.38733000029,13.42993081600,52.50352496000,"1"
"195188","11","0","09","009","2019","05","13","4","3","3","6","0","0","0","0","1","0","1",806089.44111000001,5823419.42497999966,13.50770412600,52.47491275400,"0"
"195189","11","0","08","008","2019","05","13","4","3","0","2","0","1","0","0","0","1","0",800515.09327800001,5823441.38007999957,13.42590034400,52.47820503300,"0"
"195190","11","0","11","011","2019","05","14","4","3","5","3","0","0","1","0","0","0","1",806560.29600900004,5824917.05329000019,13.51599192500,52.48807088200,"1"
"195191","11","0","03","003","2019","05","14","4","3","5","3","0","1","1","0","0","0","0",800359.69049700000,5837805.33155000024,13.43660601700,52.60703810800,"1"
"195192","11","0","07","007","2019","05","15","4","3","2","6","0","1","1","0","0","0","0",799906.10364500002,5821888.90390999895,13.41556460900,52.46462414200,"1"
"195193","11","0","04","004","2019","05","15","4","3","5","3","0","0","0","0","0","0","1",786554.04534499999,5826166.33377000038,13.22325127800,52.51014121700,"1"
"195194","11","0","03","003","2019","05","15","4","3","5","2","0","1","1","0","0","0","0",801924.41818000004,5836374.74801999982,13.45833807800,52.59334929600,"0"
"195195","11","0","02","002","2019","05","15","4","3","2","7","0","1","1","0","0","0","0",801016.10306200001,5828084.11502000038,13.43745106900,52.51954310100,"1"
"195196","11","0","05","005","2019","05","17","4","3","2","6","0","0","0","0","0","0","1",789445.66399300005,5829294.93042999972,13.26846325700,52.53666311300,"0"
"195197","11","0","09","009","2019","05","15","3","3","0","7","0","0","0","0","1","1","0",814161.24208600004,5821919.58896999899,13.62474841300,52.45689042000,"0"
"195198","11","0","02","002","2019","05","05","3","3","5","2","0","1","0","0","0","0","1",801865.72880499996,5828983.03364000004,13.45075077200,52.52713049600,"0"
"195199","11","0","07","007","2019","05","08","3","3","5","7","0","0","1","0","1","0","0",796545.23658499995,5819676.99653999973,13.36427442900,52.44663067100,"0"
"195200","11","0","04","004","2019","05","17","3","3","5","3","0","0","1","0","0","0","0",789938.94494700001,5825097.87607999984,13.27205785300,52.49877370700,"0"
"195201","11","0","03","003","2019","05","17","3","3","2","2","0","1","1","0","0","0","0",798044.56398800004,5833592.22157000098,13.39872924200,52.57054802700,"0"
"195202","11","0","09","009","2019","05","13","3","3","6","4","0","0","1","1","0","0","0",810774.06312800001,5820308.53835000098,13.57356052800,52.44438921100,"0"
"195203","11","0","03","003","2019","05","14","3","3","5","3","0","1","1","0","0","0","0",801107.48941100005,5831516.38613000046,13.44190338100,52.55025654300,"0"
"195204","11","0","12","012","2019","05","16","3","3","2","6","0","0","1","0","1","0","0",792056.75877299998,5831732.36471999995,13.30899481500,52.55712095700,"0"
"195205","11","0","04","004","2019","05","15","3","3","2","6","0","0","1","0","0","0","0",790038.17441700003,5827339.67255000025,13.27546895000,52.51881901700,"0"
"195206","11","0","01","001","2019","05","14","3","3","5","3","0","1","1","0","0","0","0",794236.98840100004,5828849.16858999897,13.33850805700,52.53010145200,"0"
"195207","11","0","01","001","2019","05","14","3","3","6","4","0","0","0","1","0","1","0",795961.69870399998,5828341.38650999963,13.36340691400,52.52461599600,"0"
"195208","11","0","03","003","2019","05","16","4","2","5","2","0","1","0","0","0","0","1",799224.97273299994,5832060.02744000033,13.41471256900,52.55616677700,"0"
"195209","11","0","09","009","2019","05","16","3","3","5","2","0","1","1","0","0","0","0",806076.07227999996,5823423.18701000046,13.50751136000,52.47495396300,"0"
"195210","11","0","06","006","2019","05","17","4","3","2","2","0","0","1","0","0","0","0",789694.96350800002,5818444.21891000029,13.26269633100,52.43925115600,"0"
"195211","11","0","01","001","2019","05","17","3","3","6","4","0","0","1","1","0","0","0",799498.01899999997,5828344.44900000002,13.41537891700,52.52271245200,"0"
"195212","11","0","04","004","2019","05","16","4","3","0","7","0","0","1","0","1","0","0",791905.70843200001,5828172.89730000030,13.30364554600,52.52529224800,"0"
"195213","11","0","04","004","2019","05","18","3","3","0","7","0","0","1","0","1","0","0",793702.51293400000,5824057.29891999997,13.32642352600,52.48743291300,"1"
"195214","11","0","09","009","2019","05","16","4","2","4","6","0","1","0","0","0","0","0",809201.88808399998,5818633.95208999980,13.54895379500,52.43027292900,"0"
"195215","11","0","02","002","2019","05","19","3","3","5","3","0","1","0","0","0","0","0",797262.55124199996,5825257.52737000026,13.37977050400,52.49626496500,"0"
"195216","11","0","11","011","2019","05","13","4","2","1","5","0","1","1","0","0","0","0",803023.15667499998,5829186.89180000033,13.46794555700,52.52831556200,"0"
"195217","11","0","09","009","2019","05","19","3","3","5","2","0","1","1","0","0","0","0",809342.55139499996,5818504.73586000036,13.55089661600,52.42903538800,"0"
"195218","11","0","02","002","2019","05","17","4","3","0","1","0","1","0","0","0","0","0",802245.50882100000,5827511.86180999968,13.45499518800,52.51373402200,"0"
"195219","11","0","11","011","2019","05","00","3","3","2","6","2","0","0","0","1","0","1",805195.42143400002,5829062.51568000019,13.49975354300,52.52598914100,"0"
"195220","11","0","08","008","2019","05","19","3","3","2","1","0","1","1","0","1","0","0",801787.32397499995,5824354.84174999967,13.44540312600,52.48569101800,"0"
"195221","11","0","08","008","2019","05","14","4","3","5","2","0","0","1","0","1","0","0",806240.19978799997,5816372.40070999973,13.50345866400,52.41166959900,"0"
"195222","11","0","01","001","2019","05","13","3","3","2","6","0","0","1","0","0","0","1",797073.72989900003,5828869.11005000025,13.38022126600,52.52874167600,"0"
"195223","11","0","01","001","2019","05","14","4","3","6","2","0","0","1","1","0","0","0",794317.32912699995,5828375.96927000023,13.33927010600,52.52581615400,"0"
"195224","11","0","01","001","2019","05","19","3","3","0","6","1","0","1","0","0","0","1",796280.85900000005,5830603.23400000017,13.37011381400,52.54471783300,"0"
"195225","11","0","03","003","2019","05","11","3","3","6","4","0","0","1","1","0","0","0",800493.39885400003,5832237.43661000021,13.43352653400,52.55705855500,"0"
"195226","11","0","11","011","2019","05","14","4","3","2","6","0","0","0","0","0","1","1",803771.54509000003,5827656.38152000029,13.47754592100,52.51418158700,"0"
"195227","11","0","07","007","2019","05","11","3","3","1","5","0","0","1","0","0","0","1",799565.17398800002,5813981.27390999906,13.40347783100,52.39392958100,"0"
"195228","11","0","03","003","2019","05","16","4","3","5","2","0","1","1","0","0","0","0",800044.16118900001,5837360.22508000024,13.43155701700,52.60322280500,"0"
"195229","11","0","07","007","2019","05","10","3","2","1","5","0","1","0","0","0","0","1",795167.55971599999,5825482.46886999905,13.34919986800,52.49941845900,"0"
"195230","11","0","11","011","2019","05","15","4","3","1","5","0","0","1","0","0","0","1",805125.34115600004,5827919.77139000036,13.49767553000,52.51578658300,"0"
"195231","11","0","04","004","2019","05","11","3","3","1","7","0","0","1","0","0","0","0",793666.13488699996,5825719.46872999892,13.32735457600,52.50235309700,"0"
"195232","11","0","06","006","2019","05","15","4","3","1","5","0","1","1","0","0","0","0",793337.61415699997,5821268.00552999973,13.31861168900,52.46262401100,"0"
"195233","11","0","07","007","2019","05","10","3","3","5","3","0","1","1","0","0","0","0",797361.66391600005,5821916.20485000033,13.37824604500,52.46625954600,"0"
"195234","11","0","04","004","2019","05","10","3","3","0","4","0","1","0","1","0","0","0",793413.27541899995,5823940.38523999974,13.32207312300,52.48654035100,"0"
"195235","11","0","04","004","2019","05","15","4","3","5","3","0","0","1","0","0","0","0",792739.25636500004,5822309.67896999978,13.31074347700,52.47228328400,"0"
"195236","11","0","08","008","2019","05","15","4","3","5","3","0","1","1","0","0","0","0",800497.07399299997,5823509.31429000106,13.42569703900,52.47882386900,"0"
"195237","11","0","01","001","2019","05","10","3","3","1","5","0","1","1","0","0","0","0",795071.31520399998,5827889.77357000019,13.34992036300,52.52105023400,"0"
"195238","11","0","08","008","2019","05","17","4","3","5","3","0","0","1","0","0","0","0",805152.21590700001,5817163.68271999992,13.48823395100,52.41936916800,"0"
"195239","11","0","01","001","2019","05","09","3","3","5","2","0","0","1","0","0","0","1",795354.68070999999,5830377.42454000004,13.35629498200,52.54319652600,"0"
"195240","11","0","07","007","2019","05","15","4","3","6","4","0","0","1","1","0","0","0",800053.10821099998,5821656.85321000032,13.41751337600,52.46246344700,"0"
"195241","11","0","01","001","2019","05","09","3","3","3","6","0","0","1","0","0","0","0",795709.15519199998,5831857.77273999993,13.36282508300,52.55627417500,"0"
"195242","11","0","01","001","2019","05","09","3","3","5","2","0","0","1","0","0","0","1",796254.79824100004,5828526.53491999954,13.36787943200,52.52611648900,"0"
"195243","11","0","12","012","2019","05","15","4","3","0","3","0","0","1","0","0","0","0",791760.84153199999,5833982.50961000100,13.30662141300,52.57745143800,"0"
"195244","11","0","03","003","2019","05","15","4","3","0","2","0","1","1","0","0","0","0",798498.34499999997,5833253.78600000031,13.40510035500,52.56726580600,"0"
"195245","11","0","01","001","2019","05","09","3","3","5","2","0","1","1","0","0","0","0",799108.78687600000,5828466.04031999968,13.40976845900,52.52401599200,"0"
"195246","11","0","03","003","2019","05","08","3","3","2","6","0","0","1","0","0","0","1",798441.43453299999,5831830.53481999971,13.40298321700,52.55453964500,"0"
"195247","11","0","06","006","2019","05","16","4","3","2","3","0","0","1","0","0","0","0",793425.38751399994,5820365.08607000019,13.31910632200,52.45448248700,"0"
"195248","11","0","04","004","2019","05","08","3","3","5","2","0","1","1","0","0","0","0",791191.43554300000,5824986.16028000042,13.29035870800,52.49710529800,"0"
"195249","11","0","11","011","2019","05","16","4","3","5","2","0","1","1","0","0","0","0",805973.52838999999,5831929.00272999890,13.51382663100,52.55124317900,"0"
"195250","11","0","02","002","2019","05","08","3","3","5","2","0","1","0","0","0","0","1",799077.32166799996,5824615.02737000026,13.40584637700,52.48951442800,"0"
"195251","11","0","04","004","2019","05","08","3","3","5","2","0","0","1","0","0","0","0",792895.08484300005,5823289.80279999971,13.31389189800,52.48098630600,"0"
"195252","11","0","06","006","2019","05","15","4","3","5","3","0","0","1","0","1","0","0",786104.61951999995,5817659.92135000043,13.20935094400,52.43410931700,"0"
"195253","11","0","09","009","2019","05","07","3","3","5","2","0","0","1","0","0","0","0",806201.05036500003,5820269.15371999983,13.50645260800,52.44661616000,"0"
"195254","11","0","05","005","2019","05","15","4","2","5","2","0","0","1","0","0","0","1",785942.42932200001,5827983.64800999966,13.21582589100,52.52675589400,"0"
"195255","11","0","04","004","2019","05","08","3","3","0","3","0","0","1","0","1","0","0",790529.57366800006,5826497.82983000018,13.28195566500,52.51101027700,"0"
"195256","11","0","04","004","2019","05","07","4","3","2","6","0","1","0","0","0","0","0",791183.47918100003,5826512.25975999981,13.29157650100,52.51079097000,"0"
"195257","11","0","09","009","2019","05","07","3","2","2","6","0","0","1","0","1","0","0",809518.45362699998,5819768.83304999955,13.55464579100,52.44026459800,"0"
"195258","11","0","01","001","2019","05","23","4","3","0","1","2","0","1","0","1","0","0",798006.15321300004,5830348.47793999966,13.39525204400,52.54149335200,"0"
"195259","11","0","05","005","2019","05","07","3","3","2","6","0","0","1","0","0","0","0",779658.71118200000,5827808.66734000016,13.12329762000,52.52844679900,"0"
