OBJECTID,ULAND,UREGBEZ,UKREIS,UGEMEINDE,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,ULICHTVERH,IstRad,IstPKW,IstFuss,IstKrad,IstGkfz,IstSonstig,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84,STRZUSTAND
"193276","11","0","03","003","2019","03","15","2","3","5","3","0","0","1","0","0","0","0",803343.82358500001,5842648.20340999961,13.48498278900,52.64878530300,"1"
"193277","11","0","12","012","2019","03","15","2","3","0","1","0","0","0","0","1","0","0",793734.71270100004,5836145.28306999896,13.33758417900,52.59577734100,"1"
"193278","11","0","05","005","2019","03","22","6","2","6","2","2","0","1","1","0","0","0",784548.25184299995,5828157.08875999972,13.19547914800,52.52904046700,"0"
"193279","11","0","02","002","2019","03","09","3","3","2","6","0","0","1","0","0","0","0",800206.24866799999,5827467.18142000027,13.42499461900,52.51445974400,"1"
"193280","11","0","08","008","2019","03","14","2","3","0","3","0","1","1","0","0","0","0",801804.26468400005,5821957.60030999966,13.44348266600,52.46419477100,"1"
"193281","11","0","04","004","2019","03","14","5","2","6","4","0","0","1","1","0","0","0",791568.84641999996,5828014.57670000009,13.29855548300,52.52405318500,"1"
"193282","11","0","08","008","2019","03","14","2","3","2","6","0","0","1","0","0","0","0",805551.77450499998,5818558.13841000106,13.49536485100,52.43164424300,"1"
"193283","11","0","11","011","2019","03","10","3","3","5","3","0","0","1","0","0","0","0",804678.32100000000,5828701.20399999991,13.49182396700,52.52304009100,"0"
"193284","11","0","01","001","2019","03","13","2","3","6","2","0","0","0","1","0","0","1",799985.70146699995,5826927.41476999968,13.42126776800,52.50974294800,"0"
"193285","11","0","07","007","2019","03","10","3","3","6","7","0","0","1","1","0","0","0",794915.05675200000,5825407.35828999896,13.34542443700,52.49888166000,"0"
"193286","11","0","10","010","2019","03","12","2","3","2","6","0","0","1","0","0","0","0",809635.87844700005,5829710.29671999998,13.56560190800,52.52929074300,"0"
"193287","11","0","08","008","2019","03","09","5","2","1","5","0","0","1","0","1","0","0",801495.84674800001,5820441.98464999907,13.43758798200,52.45078015500,"1"
"193288","11","0","04","004","2019","03","12","2","3","6","2","0","0","1","1","0","0","0",793503.22549300001,5826470.50473000109,13.32562355900,52.50917345300,"0"
"193289","11","0","02","002","2019","03","14","3","3","2","2","0","0","1","0","0","0","0",799079.45979400002,5824615.10505000036,13.40587784300,52.48951395300,"1"
"193290","11","0","03","003","2019","03","11","2","3","5","2","0","0","1","0","0","0","0",800122.74235299998,5833866.28421000019,13.42954901000,52.57186267500,"0"
"193291","11","0","09","009","2019","03","10","3","3","6","4","0","0","1","1","0","0","0",811342.36386299995,5822448.62552999891,13.58389011900,52.46324432200,"0"
"193292","11","0","10","010","2019","03","11","2","3","5","3","0","1","1","0","0","0","0",813439.41042700002,5828065.70473000035,13.61993868600,52.51238026100,"0"
"193293","11","0","02","002","2019","03","07","2","3","3","6","0","0","1","0","0","1","0",797881.93129800004,5825062.51362000033,13.38869281600,52.49417920100,"0"
"193294","11","0","01","001","2019","03","10","3","2","2","7","0","0","1","0","0","0","0",794303.13183900004,5828483.00954000000,13.33915617900,52.52678336600,"0"
"193295","11","0","07","007","2019","03","07","2","2","6","4","0","0","1","1","0","0","0",800886.18732599996,5814178.71380999964,13.42301077400,52.39497536100,"0"
"193296","11","0","11","011","2019","03","08","2","3","1","5","0","1","1","0","0","0","0",806610.93309099996,5825145.70523000043,13.51694571600,52.49009168500,"0"
"193297","11","0","02","002","2019","03","13","6","2","5","3","0","1","1","0","0","0","0",801874.77644499997,5825713.12548999954,13.44791767600,52.49781712300,"0"
"193298","11","0","01","001","2019","03","14","3","3","6","4","0","0","1","1","0","0","0",796352.94740499998,5826134.04655999970,13.36719104600,52.50461681100,"1"
"193299","11","0","06","006","2019","03","09","2","2","5","3","0","0","1","0","0","0","1",788362.99462100002,5817767.57340999972,13.24257192000,52.43388856800,"0"
"193300","11","0","03","003","2019","03","15","5","3","6","4","0","0","1","1","0","0","0",799084.67515999998,5832199.51073000021,13.41277500000,52.55749409100,"1"
"193301","11","0","06","006","2019","03","10","2","3","0","1","0","1","0","0","0","0","0",794859.53090400004,5817943.43328000046,13.33801384300,52.43200185400,"0"
"193302","11","0","12","012","2019","03","13","3","3","1","5","0","0","1","0","0","0","0",791342.63917400001,5833160.63819999993,13.29974519900,52.57030762700,"1"
"193303","11","0","02","002","2019","03","08","2","3","0","1","0","0","0","0","0","0","1",799067.52828199998,5824625.21514999960,13.40571171200,52.48961111200,"1"
"193304","11","0","12","012","2019","03","10","3","3","2","6","0","0","1","0","0","0","0",794846.62300000002,5833748.01300000027,13.35181934700,52.57368625200,"1"
"193305","11","0","02","002","2019","03","19","1","3","5","7","2","0","1","0","0","0","0",800724.89000000001,5827968.45399999991,13.43306754500,52.51866707100,"0"
"193306","11","0","08","008","2019","03","19","1","3","2","6","2","0","1","0","0","0","0",801137.75377299997,5824126.15914000012,13.43565938400,52.48399992500,"1"
"193307","11","0","09","009","2019","03","12","3","3","0","4","0","0","1","1","0","0","0",805792.00642200001,5820334.50982999895,13.50051258600,52.44743083200,"0"
"193308","11","0","06","006","2019","03","18","1","3","5","3","2","0","1","0","0","0","0",794642.07691399998,5821087.91301000025,13.33759780300,52.46030776200,"1"
"193309","11","0","12","012","2019","03","15","1","2","5","3","0","0","1","0","1","0","0",796281.50216699997,5833224.05824999977,13.37246262100,52.56821037000,"0"
"193310","11","0","12","012","2019","03","11","1","3","2","6","0","0","1","0","0","0","0",792116.69048300001,5833097.53431999963,13.31107824900,52.56932707100,"0"
"193311","11","0","12","012","2019","03","13","3","3","5","3","0","0","1","0","0","0","0",791440.52522199997,5834734.93530999962,13.30256940100,52.58436836300,"1"
"193312","11","0","11","011","2019","03","10","1","3","1","1","0","0","1","0","0","0","1",805232.92833400005,5826380.05977000110,13.49784425100,52.50192678500,"0"
"193313","11","0","01","001","2019","03","11","1","3","2","6","0","0","1","0","0","0","0",798857.92699399998,5829030.98361000046,13.40658967200,52.52921745100,"0"
"193314","11","0","04","004","2019","03","14","6","3","0","4","0","1","0","1","0","0","0",789071.79801699996,5827015.86546000000,13.26098505900,52.51642912500,"0"
"193315","11","0","02","002","2019","03","12","1","3","5","3","0","0","1","0","0","0","0",799602.15503400005,5825833.76401000097,13.41464907400,52.50015080900,"0"
"193316","11","0","01","001","2019","03","13","3","3","0","7","0","0","0","0","1","0","0",795880.64039499999,5830598.59176000021,13.36422512000,52.54489371400,"1"
"193317","11","0","05","005","2019","03","14","1","3","5","2","0","0","1","0","0","0","0",782364.71500500001,5830494.27369999979,13.16536351200,52.55113201000,"1"
"193318","11","0","01","001","2019","03","14","1","3","5","7","0","0","1","0","0","0","0",795108.56560300000,5830354.02565000020,13.35265554300,52.54312013200,"1"
"193319","11","0","03","003","2019","03","17","1","3","9","1","1","0","1","0","0","0","0",797279.89194999996,5835397.35355000105,13.38909858700,52.58714683400,"1"
"193320","11","0","04","004","2019","03","12","3","3","2","6","0","0","1","0","0","0","0",792937.41942499997,5825532.38564999960,13.31648506900,52.50106766600,"1"
"193321","11","0","09","009","2019","03","19","1","3","2","6","2","0","1","0","0","0","0",810755.65904099995,5821230.34444000013,13.57414810100,52.45266054200,"1"
"193322","11","0","11","011","2019","03","12","2","3","0","3","0","0","0","0","0","0","1",804786.16840900003,5826286.23233999964,13.49119701300,52.50133556500,"0"
"193323","11","0","10","010","2019","03","20","1","2","5","2","2","1","1","0","0","0","0",809635.79399999999,5830391.69099999964,13.56623535100,52.53539716500,"1"
"193324","11","0","01","001","2019","03","21","1","3","2","6","2","0","1","0","0","0","0",797615.35571000003,5828329.39852999896,13.38769882200,52.52360839900,"1"
"193325","11","0","12","012","2019","03","07","2","2","6","4","0","0","1","1","0","0","0",793557.91233500000,5835435.03987000044,13.33435201000,52.58950596600,"1"
"193326","11","0","03","003","2019","03","10","1","3","1","5","0","0","1","0","0","0","0",799949.35213500005,5831431.66574000008,13.42479763100,52.55013611900,"0"
"193327","11","0","03","003","2019","03","09","1","3","5","3","0","0","1","0","0","0","1",799842.90948300005,5831532.50306000002,13.42332355200,52.55109855600,"0"
"193328","11","0","01","001","2019","03","21","5","3","5","3","2","0","1","0","0","0","0",798862.10523800005,5826770.91285999957,13.40462066300,52.50895684800,"1"
"193329","11","0","11","011","2019","03","08","1","3","5","3","0","0","1","0","1","0","0",804682.60264299996,5830739.67843999993,13.49375526900,52.54130751100,"0"
"193330","11","0","05","005","2019","03","06","2","3","5","3","0","0","1","0","0","1","0",782460.02712300001,5828519.05903000105,13.16508595500,52.53337211900,"1"
"193331","11","0","11","011","2019","03","17","7","3","5","3","2","0","1","0","1","0","0",805041.34080699994,5830416.58260999899,13.49873195300,52.53821109500,"1"
"193332","11","0","02","002","2019","03","04","2","2","0","1","2","1","0","0","0","0","0",803108.32878500002,5827107.48084000032,13.46730262900,52.50963084000,"0"
"193333","11","0","01","001","2019","03","18","7","2","1","5","2","1","1","0","0","0","0",797610.55834600003,5828361.17337999959,13.38765675500,52.52389584100,"1"
"193334","11","0","07","007","2019","03","12","7","2","1","5","0","1","1","0","0","0","0",798656.41717699997,5813639.88313999958,13.38985789600,52.39136557900,"1"
"193335","11","0","11","011","2019","03","16","5","3","2","6","0","0","1","0","0","0","0",805905.21154699998,5825953.03607000038,13.50732538200,52.49772319200,"1"
"193336","11","0","07","007","2019","03","13","7","3","1","5","0","0","1","0","0","0","0",794563.48509800003,5824262.95401000045,13.33924850900,52.48881264000,"1"
"193337","11","0","06","006","2019","03","00","2","2","5","7","2","0","1","0","0","0","0",794339.54529599997,5820571.87019000109,13.33270292900,52.45584470800,"0"
"193338","11","0","07","007","2019","03","14","7","3","2","6","0","0","1","0","0","0","0",795897.06864499999,5824963.26905999985,13.35945396600,52.49436920600,"1"
"193339","11","0","02","002","2019","03","16","2","3","2","6","0","1","0","0","0","0","0",801646.57126200001,5826073.50927999988,13.44489262600,52.50117346800,"0"
"193340","11","0","01","001","2019","03","15","7","3","2","6","0","0","1","0","0","0","0",798883.34822799999,5827365.87825000100,13.40546704800,52.51427823600,"1"
"193341","11","0","07","007","2019","03","18","7","3","2","6","1","0","1","0","0","0","0",798336.19157200004,5823980.05193000101,13.39439500200,52.48422818600,"1"
"193342","11","0","06","006","2019","03","17","2","3","6","4","0","0","1","1","0","0","0",790173.13584999996,5818917.08598999958,13.27012176800,52.44323704800,"0"
"193343","11","0","08","008","2019","03","18","7","3","6","4","1","0","1","1","0","0","0",802571.46620599995,5823064.47929999977,13.45574494400,52.47369150200,"1"
"193344","11","0","06","006","2019","03","18","7","3","6","2","1","0","1","1","0","0","0",795909.96895200002,5818720.01530999970,13.35410706600,52.43839618700,"1"
"193345","11","0","04","004","2019","03","09","6","3","1","5","0","1","1","0","0","0","0",794384.57949499995,5825699.32218999974,13.33789057000,52.50178536500,"0"
"193346","11","0","09","009","2019","03","09","2","3","5","3","0","0","1","0","0","0","1",808172.37891099998,5815763.92050999962,13.53121644300,52.40513207500,"1"
"193347","11","0","07","007","2019","03","18","7","3","6","2","1","0","1","1","0","0","0",794979.12240400002,5825230.72750000004,13.34620903100,52.49726365900,"1"
"193348","11","0","01","001","2019","03","18","7","3","0","3","1","0","1","0","0","0","1",796945.02200000000,5826780.99899999984,13.37646559200,52.51009415200,"1"
"193349","11","0","11","011","2019","03","07","5","3","6","4","0","0","1","1","0","0","0",805207.72596299998,5828190.63480999973,13.49913431800,52.51816808600,"1"
"193350","11","0","07","007","2019","03","19","7","3","6","4","1","0","1","1","0","0","0",796345.83170200000,5822963.63958000019,13.36426696700,52.47620083600,"1"
"193351","11","0","07","007","2019","03","11","2","3","5","2","0","0","1","0","0","0","0",797601.46215299994,5815557.19417999964,13.37610390400,52.40912668500,"0"
"193352","11","0","10","010","2019","03","19","7","3","6","2","2","0","1","1","0","0","0",809783.56034700002,5834072.84877999965,13.57184132700,52.56830190900,"1"
"193353","11","0","01","001","2019","03","11","2","3","2","6","0","0","1","0","0","0","0",796527.10456100001,5828671.57290999964,13.37201086800,52.52726856900,"1"
"193354","11","0","01","001","2019","03","20","7","3","2","6","2","0","1","0","0","0","0",794885.51948100002,5831065.06314999890,13.35000738100,52.54961477900,"1"
"193355","11","0","11","011","2019","03","20","7","3","5","2","2","0","1","0","0","0","0",805964.67030700005,5833685.58303999994,13.51531573900,52.56699095100,"1"
"193356","11","0","11","011","2019","03","12","2","3","0","6","0","0","1","0","1","0","0",803399.74370800005,5830004.10627000034,13.47422565000,52.53543058300,"1"
"193357","11","0","01","001","2019","03","20","7","2","1","5","2","0","1","0","0","1","0",797272.86492399999,5833186.51695000101,13.38701275900,52.56733340100,"1"
"193358","11","0","07","007","2019","03","21","7","3","6","7","2","1","0","1","0","0","0",798703.70657599997,5823950.38315000106,13.39976446600,52.48376131700,"1"
"193359","11","0","04","004","2019","03","17","6","3","2","6","2","0","1","0","0","0","0",792715.61432299996,5825785.78701000102,13.31344955400,52.50345836100,"0"
"193360","11","0","01","001","2019","03","21","7","3","6","4","2","0","1","1","0","0","0",797738.88711999997,5829704.40952000022,13.39074564500,52.53586620600,"1"
"193361","11","0","04","004","2019","03","10","7","3","5","2","0","0","1","0","0","0","0",792526.69203100004,5822912.06874000002,13.30815132000,52.47779746800,"0"
"193362","11","0","01","001","2019","03","12","2","3","1","5","0","1","1","0","0","0","0",797598.45400999999,5828437.20112999901,13.38754690500,52.52458394400,"0"
"193363","11","0","11","011","2019","03","10","7","2","6","4","0","0","1","1","0","0","0",803810.66885699995,5826178.40586000029,13.47677185500,52.50091311600,"0"
"193364","11","0","07","007","2019","03","06","7","2","1","1","1","0","1","0","0","0","1",796097.24183299998,5823928.61541999970,13.36147449700,52.48498586700,"0"
"193365","11","0","08","008","2019","03","18","6","3","5","3","0","0","1","0","0","0","0",801114.91978300002,5821902.75344999973,13.43331694800,52.46408347300,"0"
"193366","11","0","01","001","2019","03","13","2","3","1","5","0","0","1","0","0","0","0",796478.85461399995,5830108.05994000006,13.37258306700,52.54017141900,"1"
"193367","11","0","03","003","2019","03","17","6","3","6","4","1","0","1","1","0","0","0",799525.35781399999,5833155.08153999969,13.42011846500,52.56581700000,"1"
"193368","11","0","01","001","2019","03","09","6","3","1","5","0","1","1","0","0","0","0",800065.25221599999,5826647.18125999998,13.42218380200,52.50718735500,"1"
"193369","11","0","02","002","2019","03","10","5","3","5","2","0","1","1","0","0","0","0",800718.01309400005,5827873.27192999981,13.43288046400,52.51781772200,"1"
"193370","11","0","11","011","2019","03","21","6","2","0","7","2","1","0","0","0","0","0",803342.17929400003,5830064.20552999899,13.47343441600,52.53600127800,"1"
"193371","11","0","05","005","2019","03","15","2","3","6","2","0","0","1","1","0","0","0",785242.99108199996,5832253.08836000040,13.20921078200,52.56540156800,"0"
"193372","11","0","07","007","2019","03","18","6","3","5","2","1","1","1","0","0","0","0",794985.57869400003,5822319.45251000021,13.34372757200,52.47116247000,"1"
"193373","11","0","09","009","2019","03","15","2","3","2","6","0","0","1","0","0","0","0",809728.92251099995,5820798.59867999982,13.55868679800,52.44937401500,"1"
"193374","11","0","04","004","2019","03","23","6","3","2","6","2","0","1","0","0","0","0",791299.11413999996,5826072.99828999955,13.29289115600,52.50679128200,"0"
"193375","11","0","01","001","2019","03","20","6","2","6","2","2","0","1","1","0","0","0",797912.95620000002,5827374.92379999999,13.39121752800,52.51489021100,"1"
"193376","11","0","08","008","2019","03","16","2","3","0","6","0","0","1","0","1","0","0",802702.02668300003,5818355.83648999967,13.45339356200,52.43141526700,"1"
"193377","11","0","02","002","2019","03","21","6","3","5","3","2","1","1","0","0","0","0",800404.89644299995,5825792.81513000093,13.42640226400,52.49934247000,"0"
"193378","11","0","11","011","2019","03","18","6","3","5","7","1","0","1","0","0","0","1",807364.27025199996,5825164.52649999969,13.52802352100,52.48983674900,"1"
"193379","11","0","07","007","2019","03","16","6","3","0","3","0","1","0","0","0","0","1",799980.38078600005,5813236.74450000003,13.40889526900,52.38702860800,"0"
"193380","11","0","11","011","2019","03","16","2","3","2","6","0","0","1","0","0","0","0",805020.52617099998,5831474.58351000026,13.49939742200,52.54770497400,"0"
"193381","11","0","03","003","2019","03","16","6","3","2","6","1","0","1","0","1","0","0",800735.74573500000,5831799.79776000045,13.43669404100,52.55300216300,"1"
"193382","11","0","08","008","2019","03","15","6","3","5","3","0","1","1","0","0","0","0",801743.55876399996,5824293.77955000103,13.44470528500,52.48516789700,"1"
"193383","11","0","12","012","2019","03","17","2","3","6","7","0","0","1","1","0","0","0",786407.71391799999,5837735.59076000005,13.23108736700,52.61394376300,"0"
"193384","11","0","12","012","2019","03","15","6","3","2","6","0","0","1","0","0","0","0",792461.95491700002,5833301.19118000008,13.31633756400,52.57096737200,"1"
"193385","11","0","02","002","2019","03","15","6","3","1","5","0","1","1","0","0","0","0",799662.73454600002,5825809.46439000033,13.41551697100,52.49989973800,"1"
"193386","11","0","07","007","2019","03","20","5","3","2","6","2","0","1","0","0","0","0",796273.94811100001,5824924.29323999956,13.36495437800,52.49381538000,"1"
"193387","11","0","01","001","2019","03","16","6","3","0","1","0","0","0","0","1","0","0",797314.04426800006,5829013.43381999992,13.38388239400,52.52990435800,"1"
"193388","11","0","02","002","2019","03","17","2","2","5","2","0","1","1","0","0","0","0",798706.94598199998,5824706.78524000011,13.40048994400,52.49053969900,"0"
"193389","11","0","04","004","2019","03","01","6","2","9","1","2","0","1","0","0","0","0",790223.32917200006,5828157.30654000025,13.27890354800,52.52605066300,"1"
"193390","11","0","03","003","2019","03","16","2","3","2","6","0","0","1","0","0","0","0",802542.19691299996,5829336.97654000018,13.46101396300,52.52992787800,"0"
"193391","11","0","01","001","2019","03","01","6","2","5","2","2","1","1","0","0","0","0",799235.80306700000,5828467.75605999958,13.41163657500,52.52396167800,"1"
"193392","11","0","09","009","2019","03","06","6","2","5","3","1","1","1","0","0","0","0",809466.68475599994,5819054.92174999975,13.55322571100,52.43389590200,"1"
"193393","11","0","12","012","2019","03","13","2","2","0","4","0","0","0","1","0","0","1",790066.56304799998,5835340.15603999980,13.28287707600,52.59052842800,"1"
"193394","11","0","03","003","2019","03","09","6","3","0","1","0","0","0","0","1","0","0",805196.57482900005,5841110.63685999997,13.51086312500,52.63396696300,"1"
"193395","11","0","04","004","2019","03","09","6","3","5","2","0","1","1","0","0","0","0",792918.57504200004,5826769.18984999973,13.31729651500,52.51216530500,"0"
"193396","11","0","04","004","2019","03","14","6","3","3","6","0","0","1","0","0","0","1",793664.88902899995,5826369.83782000002,13.32790994400,52.50818402000,"0"
"193397","11","0","01","001","2019","03","15","6","2","0","1","0","0","0","0","1","0","0",799622.72037999996,5827581.51678000018,13.41652424800,52.51580544700,"1"
"193398","11","0","05","005","2019","03","11","2","3","5","2","0","0","1","0","0","0","0",783993.53853899997,5826853.35814000014,13.18621067100,52.51764031400,"1"
"193399","11","0","11","011","2019","03","14","6","3","5","2","0","1","1","0","0","0","0",805724.69925299997,5831360.25550999958,13.50964460000,52.54628563100,"0"
"193400","11","0","02","002","2019","04","15","5","3","6","4","0","0","1","1","0","0","0",799863.56217699999,5825853.94600000046,13.41850665100,52.50018813200,"0"
"193401","11","0","04","004","2019","04","20","4","3","2","6","2","0","1","0","0","0","0",793185.21446000005,5830141.77618000004,13.32418817000,52.54225578300,"0"
"193402","11","0","08","008","2019","04","07","5","3","5","3","0","0","1","0","1","0","0",803752.47396700003,5822184.21619999968,13.47227793200,52.46514639900,"0"
"193403","11","0","06","006","2019","04","18","4","3","2","7","0","0","1","0","0","0","0",789989.59483099997,5817262.07509000041,13.26599322900,52.42849666400,"0"
"193404","11","0","02","002","2019","04","00","7","3","2","2","2","1","1","0","0","0","0",803329.21479600004,5826743.57753000036,13.47021576400,52.50624647400,"0"
"193405","11","0","06","006","2019","04","17","4","3","2","6","0","0","1","0","0","0","0",793413.61609300005,5817718.10187999997,13.31660932600,52.43075927900,"0"
"193406","11","0","08","008","2019","04","17","4","3","5","3","0","0","1","0","1","0","0",802369.65217200003,5823221.45541999955,13.45292503500,52.47521024100,"0"
"193407","11","0","01","001","2019","04","08","6","2","5","2","0","0","1","0","1","0","0",798079.60400000005,5829993.13100000005,13.39601310100,52.53826796800,"0"
"193408","11","0","10","010","2019","04","16","4","3","2","7","0","1","1","0","0","0","0",809704.92829199997,5826049.81030000001,13.56321012800,52.49644760300,"0"
"193409","11","0","02","002","2019","04","15","5","3","2","6","0","0","1","0","0","0","0",800698.20156900003,5828469.57051999960,13.43312841000,52.52317341600,"0"
"193410","11","0","11","011","2019","04","12","1","3","6","4","0","0","1","1","0","0","0",804104.80144299997,5827321.14936999977,13.48213541900,52.51099131900,"0"
"193411","11","0","02","002","2019","04","16","4","3","6","4","0","0","1","1","0","0","0",802301.74108299997,5827816.56599999964,13.45609813200,52.51643391400,"0"
"193412","11","0","04","004","2019","04","13","7","3","5","2","0","0","1","0","0","0","0",792326.27523300005,5828246.85218000039,13.30989204000,52.52572989500,"0"
"193413","11","0","01","001","2019","04","15","4","3","6","2","0","1","0","1","0","0","0",797150.02796600002,5831400.81068999972,13.38360689900,52.55139380600,"0"
"193414","11","0","08","008","2019","04","15","4","3","5","3","0","0","1","0","0","0","1",805795.70415000001,5816197.59893000033,13.49678427700,52.41035137800,"0"
"193415","11","0","04","004","2019","04","02","6","2","1","5","2","1","1","0","0","0","0",793670.34610600001,5825858.15385999996,13.32753875400,52.50359407800,"0"
"193416","11","0","03","003","2019","04","14","4","2","5","3","0","1","0","0","0","0","0",799798.45177399996,5831176.50191000104,13.42234842800,52.54793207300,"0"
"193417","11","0","09","009","2019","04","15","7","2","2","2","0","0","1","0","1","0","0",817477.37637600000,5816709.17645000108,13.66844301100,52.40828703800,"0"
"193418","11","0","09","009","2019","04","14","4","2","0","5","0","1","0","0","0","0","1",810980.33946799999,5819984.21659000032,13.57628391100,52.44136550500,"0"
"193419","11","0","12","012","2019","04","16","4","2","5","2","0","0","1","0","0","0","0",794839.72924999997,5833068.21160000004,13.35111357000,52.56759614700,"0"
"193420","11","0","02","002","2019","04","19","6","2","0","2","1","0","0","1","1","0","0",801767.78000000003,5826253.66700000037,13.44683610400,52.50272122600,"0"
"193421","11","0","09","009","2019","04","12","4","3","5","7","0","0","1","0","0","0","1",809404.56906000001,5821504.53399999999,13.55458323100,52.45588415600,"0"
"193422","11","0","09","009","2019","04","14","5","3","0","1","0","1","0","0","0","0","0",806621.61089799996,5820450.55731999967,13.51278778400,52.44800628900,"0"
"193423","11","0","08","008","2019","04","12","4","3","0","7","0","1","0","0","0","0","1",802487.20812900004,5822551.78062999900,13.45404333400,52.46914282000,"1"
"193424","11","0","11","011","2019","04","14","1","3","2","2","0","0","1","0","0","0","0",806305.13619600004,5833901.13099000044,13.52052225000,52.56873126500,"0"
"193425","11","0","04","004","2019","04","12","4","3","5","2","0","1","1","0","0","0","0",792895.59090399998,5826797.73479000106,13.31698392200,52.51243354300,"0"
"193426","11","0","04","004","2019","04","10","4","2","5","2","0","1","1","0","0","0","0",789617.32984599995,5823355.27412000019,13.26581867600,52.48332159300,"0"
"193427","11","0","08","008","2019","04","15","7","3","5","3","0","0","0","0","0","0","1",801231.72742100002,5822468.04836999904,13.43554141000,52.46908599800,"0"
"193428","11","0","01","001","2019","04","09","4","2","1","5","0","1","1","0","0","0","1",799057.42281799996,5827190.19419000018,13.40786673400,52.51260806600,"0"
"193429","11","0","01","001","2019","04","08","4","3","1","5","0","1","1","0","0","0","1",798331.18798900000,5828924.51107000094,13.39875238700,52.52855158700,"0"
"193430","11","0","01","001","2019","04","01","5","3","2","6","2","1","0","0","0","0","1",795549.47028300003,5829244.95641000103,13.35815171600,52.53293933200,"0"
"193431","11","0","08","008","2019","04","07","4","3","6","2","0","0","0","1","0","0","1",801146.15492600005,5823779.68145000096,13.43546975600,52.48088971900,"0"
"193432","11","0","04","004","2019","04","10","5","3","5","2","0","1","1","0","0","0","0",792977.26685799996,5826182.28765000030,13.31764229100,52.50687241800,"0"
"193433","11","0","03","003","2019","04","07","4","3","1","5","0","0","1","0","1","0","0",799377.92300600000,5831077.08985999972,13.41607560600,52.54727226400,"0"
"193434","11","0","01","001","2019","04","07","4","3","5","3","0","1","1","0","0","0","0",795343.42959499999,5830390.81823999994,13.35614146500,52.54332268800,"0"
"193435","11","0","08","008","2019","04","17","5","3","0","4","0","1","0","1","0","0","0",800785.51815999998,5824392.96973999962,13.43072869200,52.48658558000,"0"
"193436","11","0","09","009","2019","04","07","4","3","0","1","0","1","0","0","0","0","0",808330.28493299999,5819200.76154000033,13.53669721100,52.43584463800,"0"
"193437","11","0","12","012","2019","04","16","1","3","5","2","0","0","1","0","0","0","0",792354.13306000002,5834072.13607000094,13.31543092500,52.57793648600,"0"
"193438","11","0","03","003","2019","04","07","4","3","6","6","0","1","0","1","0","0","0",798915.96643399994,5830386.16246000025,13.40866155100,52.54133280400,"0"
"193439","11","0","03","003","2019","04","05","4","3","2","6","2","0","1","0","0","0","0",796987.30568800005,5835832.82706000004,13.38518293000,52.59121010600,"0"
"193440","11","0","01","001","2019","04","17","6","3","6","4","0","0","1","1","0","0","0",795939.26488399995,5828328.29475000035,13.36306556100,52.52451081800,"0"
"193441","11","0","07","007","2019","04","01","4","3","5","3","2","0","1","0","0","0","0",797897.85653899994,5818354.26073999982,13.38293887700,52.43403843000,"0"
"193442","11","0","11","011","2019","04","16","3","3","6","7","0","0","1","1","0","0","0",805431.54505299998,5827935.79260999896,13.50218867700,52.51575878700,"0"
"193443","11","0","05","005","2019","04","11","5","3","0","7","0","0","1","0","0","0","1",783945.30148999998,5828947.35424000025,13.18728998200,52.53644049900,"0"
"193444","11","0","01","001","2019","04","14","3","3","0","5","0","1","1","0","0","0","0",793737.94810499996,5832005.13662000000,13.33396351200,52.55866198700,"0"
"193445","11","0","02","002","2019","04","09","5","2","3","6","0","0","1","0","1","0","0",800534.53636799997,5828474.65012999903,13.43072796200,52.52330917800,"0"
"193446","11","0","08","008","2019","04","16","3","3","2","6","0","0","1","0","0","0","0",800668.14264400001,5824292.27634999901,13.42891447000,52.48574768100,"0"
"193447","11","0","01","001","2019","04","19","7","3","5","2","0","0","1","0","0","0","1",794536.62143099995,5831570.43022000045,13.34532502500,52.55433377800,"0"
"193448","11","0","08","008","2019","04","07","3","3","6","7","0","1","0","1","0","0","0",801106.28860400000,5822184.10589999985,13.43344414000,52.46661008200,"0"
"193449","11","0","10","010","2019","04","16","3","3","5","3","0","1","1","0","0","0","0",809644.20527300006,5828927.39718000032,13.56499529500,52.52226997900,"0"
"193450","11","0","04","004","2019","04","09","6","3","5","3","0","1","0","0","0","0","0",794140.00879100000,5824322.36608000007,13.33308206600,52.48957357200,"0"
"193451","11","0","04","004","2019","04","15","7","3","7","7","0","0","0","0","1","0","0",789539.10730599996,5830525.48025000095,13.27090963300,52.54764553400,"0"
"193452","11","0","04","004","2019","04","16","3","3","5","3","0","0","1","0","0","0","0",793379.17565500003,5821960.21968000010,13.31983025400,52.46880718000,"0"
"193453","11","0","12","012","2019","04","16","3","3","2","2","0","0","1","0","0","0","1",792464.85510299995,5837326.89422999974,13.31993415800,52.60705428300,"0"
"193454","11","0","04","004","2019","04","14","6","3","5","2","0","0","1","0","1","0","0",791388.49279599998,5828585.03627000097,13.29640460100,52.52926369800,"0"
"193455","11","0","06","006","2019","04","16","3","3","6","4","0","0","1","1","0","0","0",791878.51621000003,5818982.03058000002,13.29519814000,52.44291163800,"0"
"193456","11","0","06","006","2019","04","15","5","3","2","6","0","0","1","0","0","0","0",795100.22787499998,5819675.56854999904,13.34307338900,52.44739971000,"0"
"193457","11","0","08","008","2019","04","16","3","3","1","1","0","0","1","0","0","0","0",801768.78011699999,5823786.26425999962,13.44461618900,52.48060502000,"0"
